Outlet,Group 1 Wins,Group 2 Wins,Full Address,Postal Code,Area,Latitude,Longitude,Group 1 Z-Score,Group 2 Z-Score,Luckiness Index
NTUC FP Hougang St 21,1,19,"202 Hougang Street 21, Singapore 530202, Singapore",530202.0,Hougang,1.3575249,103.8839874,-0.833088764684414,0.05186354738814488,-0.3906126086481345
NTUC FP Hougang Point,1,5,"941 Upper Serangoon Road, Singapore 534711, Singapore",534711.0,Hougang,1.3612182,103.8862529,-0.833088764684414,-0.9405524404714911,-0.8868206025779526
NTUC FP Hillion Mall,1,19,"Hillion Mall, 17 Petir Road, Singapore 678278, Singapore",678278.0,Bukit Panjang,1.378531,103.7632107,-0.833088764684414,0.05186354738814488,-0.3906126086481345
NTUC FP Coronation,1,7,"The Tresor, 28 Duchess Road, Singapore 269028, Singapore",269028.0,Bukit Timah,1.3239058,103.8074,-0.833088764684414,-0.7987787279201145,-0.8159337463022642
NTUC FP Compassvale Link,1,4,"Compassvale Link, Singapore 540269, Singapore",540269.0,Compassvale,1.3835873,103.8951903,-0.833088764684414,-1.0114392967471793,-0.9222640307157965
NTUC FP Canberra Plaza,1,4,"Canberra Plaza, 133 Canberra View, Singapore 750133, Singapore",750133.0,Sembawang,1.4432641,103.8305674,-0.833088764684414,-1.0114392967471793,-0.9222640307157965
NTUC FP Bishan St 13,1,12,"510 Bishan Street 13, Singapore 570510, Singapore",570510.0,Bishan,1.3487352,103.8498826,-0.833088764684414,-0.4443444465416731,-0.6387166056130436
NTUC FP Bedok North St 1,1,34,"212 Bedok North Street 1, Singapore 460212, Singapore",460212.0,Bedok,1.3259118,103.9315981,-0.833088764684414,1.115166391523469,0.14103881341952756
NTUC Foodfare - Seletar Mall,1,1,"Seletar Mall, 33 Sengkang West Avenue, Singapore 797653, Singapore",797653.0,Seng Kang,1.3915208,103.8760834,-0.833088764684414,-1.224099865574244,-1.028594315129329
Nel's Store,1,8,"553 Bedok Reservoir Road, Singapore 479269, Singapore",479269.0,Bedok,1.3382986,103.9203,-0.833088764684414,-0.7278918716444263,-0.78049031816442
Ichido Kopitiam City,1,8,"Kopitiam City, Sengkang Central, Singapore 545061, Singapore",545061.0,Seng Kang,1.3819067,103.8934239,-0.833088764684414,-0.7278918716444263,-0.78049031816442
Hao Mart Geylang Lor 24,1,6,"448 Geylang Road, Singapore 389413, Singapore",389413.0,Geylang,1.3132758,103.8836595,-0.833088764684414,-0.8696655841958028,-0.8513771744401084
Goh Geok Kwee Agency,1,5,"84 Redhill Lane, Singapore 150084, Singapore",150084.0,Bukit Merah,1.2872356,103.8187506,-0.833088764684414,-0.9405524404714911,-0.8868206025779526
Giant VivoCity,1,3,"VivoCity, 1 Harbourfront Avenue, Singapore 098585, Singapore",98585.0,Bukit Merah,1.2648859,103.8221267,-0.833088764684414,-1.0823261530228676,-0.9577074588536407
Giant Sembawang Shopping Centre,1,12,"Sembawang Shopping Centre, 604 Sembawang Road, Singapore 758459, Singapore",758459.0,Sembawang,1.4414712,103.8245883,-0.833088764684414,-0.4443444465416731,-0.6387166056130436
Giant Greenridge Shopping Centre,1,10,"Greenridge Shopping Centre, 524A Jelapang Road, Singapore 671524, Singapore",671524.0,Bukit Panjang,1.385545,103.7661474,-0.833088764684414,-0.5861181590930497,-0.7096034618887318
Giant Edgefield Plains,1,10,"Waterway Banks, 671 Edgefield Plains, Singapore 820671, Singapore",820671.0,Punggol,1.4055435,103.9120056,-0.833088764684414,-0.5861181590930497,-0.7096034618887318
Chua Seng Dept Store,1,3,"Pet Lovers Centre, 345 Bedok Road, Singapore 469530, Singapore",469530.0,Bedok,1.3313731,103.9473462,-0.833088764684414,-1.0823261530228676,-0.9577074588536407
Chop Yeo Thong Heng (International Plaza),1,3,"International Plaza, 10 Anson Road, Singapore 079903, Singapore",79903.0,Downtown Core,1.275697,103.845748,-0.833088764684414,-1.0823261530228676,-0.9577074588536407
Choice Decor Bedok North,1,12,"416 Bedok North Avenue 2, Singapore 460416, Singapore",460416.0,Bedok,1.3284617,103.9306227,-0.833088764684414,-0.4443444465416731,-0.6387166056130436
China Square Betting Centre - Lottery Lobby (Public),1,1,"51 Telok Ayer Street, Singapore 048441, Singapore",48441.0,Downtown Core,1.2828631,103.8492472,-0.833088764684414,-1.224099865574244,-1.028594315129329
Cheers Bedok North Street 3,1,15,"539 Bedok North Street 3, Singapore 460539, Singapore",460539.0,Bedok,1.3316948,103.9257663,-0.833088764684414,-0.23168387771460824,-0.5323863211995111
Bukit Merah Betting Centre - Lottery Lobby (Public),1,1,"169 Bukit Merah Central, Singapore 159838, Singapore",159838.0,Bukit Merah,1.2835217,103.8186889,-0.833088764684414,-1.224099865574244,-1.028594315129329
B.H. Mini Mart,1,6,"St Andrew's Junior College, 5 Sorby Adams Drive, Singapore 357691, Singapore",357691.0,Toa Payoh,1.3339005,103.8632,-0.833088764684414,-0.8696655841958028,-0.8513771744401084
A P Mini Mart,1,7,"119 Potong Pasir Avenue 1, Singapore 350119, Singapore",350119.0,Toa Payoh,1.3350152,103.8631,-0.833088764684414,-0.7987787279201145,-0.8159337463022642
7-Eleven Upp Thomson Road,1,12,"Opposite Sembawang Hills Food Centre, Upper Thomson Road, Singapore 574416, Singapore",574416.0,Ang Mo Kio,1.3725206,103.8285173,-0.833088764684414,-0.4443444465416731,-0.6387166056130436
7-Eleven Erskine Rd,1,8,"25 Erskine Road, Singapore 069333, Singapore",69333.0,Downtown Core,1.2809093,103.8452225,-0.833088764684414,-0.7278918716444263,-0.78049031816442
7-Eleven Clementi Street 11,1,7,"Blk 109, 109 Sunset Way, Singapore 120109, Singapore",120109.0,Clementi,1.3221737,103.7705122,-0.833088764684414,-0.7987787279201145,-0.8159337463022642
7-Eleven Balestier Rd,1,1,"519 Balestier Road, Singapore 329853, Singapore",329853.0,Novena,1.3264948,103.8463065,-0.833088764684414,-1.224099865574244,-1.028594315129329
Warriors Football Club (S),0,2,"Canadian International School, Boon Lay Way, Singapore 648164, Singapore",648164.0,Jurong West,1.3466409,103.7274,-1.1508834012127356,-1.153213009298556,-1.1520482052556458
Thiam Hoon Traders,0,7,"Blk 124, 01-144 Bukit Merah Lane 1, Singapore 150127, Singapore",150127.0,Bukit Merah,1.2862127,103.8034449,-1.1508834012127356,-0.7987787279201145,-0.9748310645664251
The Little Plaza,0,1,,,,0.0,,-1.1508834012127356,-1.224099865574244,-1.1874916333934897
Tampines Rovers Football Club,0,2,"Our Tampines Hub, 51 Tampines Avenue 4, Singapore 529684, Singapore",529684.0,Tampines,1.352771,103.940312,-1.1508834012127356,-1.153213009298556,-1.1520482052556458
STC Racecourse - Kranji 1,0,1,"39 Sungei Kadut Street 4, Singapore 729238, Singapore",729238.0,Reservoir View,1.421381,103.7475185,-1.1508834012127356,-1.224099865574244,-1.1874916333934897
Singapore Racecourse - MRT Plaza (Public),0,1,"Singapore Turf Club, Woodlands Road, Singapore 738702, Singapore",738702.0,Sungei Kadut,1.424425,103.7617741,-1.1508834012127356,-1.224099865574244,-1.1874916333934897
Singapore Pools Yishun N7 Branch,0,18,"Yishun Avenue 5, Singapore 768794, Singapore",768794.0,Yishun,1.430368,103.8353628,-1.1508834012127356,-0.019023308887543406,-0.5849533550501395
Singapore Pools Woodlands Centre,0,2,"1A Woodlands Centre Road, Singapore 730025, Singapore",730025.0,North Coast,1.4417189,103.7707833,-1.1508834012127356,-1.153213009298556,-1.1520482052556458
Singapore Pools Upp Serangoon Branch,0,3,"Upper Serangoon Road, Singapore 534682, Singapore",534682.0,Hougang,1.3576474,103.8824703,-1.1508834012127356,-1.0823261530228676,-1.1166047771178016
Singapore Pools Rochor Centre Branch,0,1,"1 Rochor Road, Singapore 188425, Singapore",188425.0,Bugis,1.3025558,103.8548721,-1.1508834012127356,-1.224099865574244,-1.1874916333934897
Singapore Pools Lor 4 Toa Payoh Branch,0,16,"85 Lorong 4 Toa Payoh, Singapore 310085, Singapore",310085.0,Toa Payoh,1.3363138,103.848503,-1.1508834012127356,-0.16079702143891997,-0.6558402113258278
Singapore Pools Jalan Batu Branch,0,16,"7 Kampong Kayu Road, Singapore 431001, Singapore",431001.0,Kallang,1.3025083,103.8836721,-1.1508834012127356,-0.16079702143891997,-0.6558402113258278
Singapore Pools Commonwealth Crescent Branch,0,11,"116 Commonwealth Crescent, Singapore 140116, Singapore",140116.0,Queenstown,1.3069324,103.8000377,-1.1508834012127356,-0.5152313028173614,-0.8330573520150485
Singapore Pools Changi Rd Branch,0,13,"324K Changi Road, Singapore 419785, Singapore",419785.0,Bedok,1.3179055,103.908016,-1.1508834012127356,-0.3734575902659848,-0.7621704957393602
Sheng Siong Woodlands Drive 16,0,2,"573 Woodlands Drive 16, Singapore 730573, Singapore",730573.0,Woodlands,1.4309488,103.7985447,-1.1508834012127356,-1.153213009298556,-1.1520482052556458
Sheng Siong Tampines Ave 9,0,3,"602B Tampines Avenue 9, Singapore 522602, Singapore",522602.0,Tampines,1.3612331,103.9375882,-1.1508834012127356,-1.0823261530228676,-1.1166047771178016
Sheng Siong Senja Close,0,1,"643 Senja Road, Singapore 670642, Singapore",670642.0,Bukit Panjang,1.3878715,103.7630773,-1.1508834012127356,-1.224099865574244,-1.1874916333934897
Sheng Siong Sengkang West Avenue,0,5,"455 Sengkang West Avenue, Singapore 790455, Singapore",790455.0,Seng Kang,1.3920742,103.8712149,-1.1508834012127356,-0.9405524404714911,-1.0457179208421135
Sheng Siong Jalan Berseh,0,4,"New World Centre, 1 Jalan Berseh, Singapore 209037, Singapore",209037.0,Rochor,1.3077714,103.8570934,-1.1508834012127356,-1.0114392967471793,-1.0811613489799574
Serangoon Avenue 3   Betting Centre - Lottery Lobby (Public),0,1,"322 Serangoon Avenue 3, Singapore 550322, Singapore",550322.0,Serangoon,1.3515054,103.8682342,-1.1508834012127356,-1.224099865574244,-1.1874916333934897
Seng Yeok Chan Agency,0,24,"338 Ang Mo Kio Street 32, Singapore 560338, Singapore",560338.0,Ang Mo Kio,1.3636436,103.848827,-1.1508834012127356,0.40629782876658627,-0.37229278622307466
Rangoon Betting Centre - Lottery Lobby (Public),0,4,"Worcester Road, Singapore 218903, Singapore",218903.0,Kallang,1.3132459,103.8525,-1.1508834012127356,-1.0114392967471793,-1.0811613489799574
Prime Century Square,0,15,"Century Square, 2 Tampines Central 5, Singapore 529509, Singapore",529509.0,Tampines,1.3522704,103.9438833,-1.1508834012127356,-0.23168387771460824,-0.6912836394636719
Poon Long Heng,0,2,"716 Yishun Street 71, Singapore 760716, Singapore",760716.0,Yishun,1.426455,103.827678,-1.1508834012127356,-1.153213009298556,-1.1520482052556458
NTUC FP Wisteria Mall,0,3,"Wisteria Mall, 598 Yishun Ring Road, Singapore 768698, Singapore",768698.0,Yishun,1.418208,103.8411267,-1.1508834012127356,-1.0823261530228676,-1.1166047771178016
NTUC FP VivoCity,0,8,"VivoCity, 1 Harbourfront Avenue, Singapore 098585, Singapore",98585.0,Bukit Merah,1.2648859,103.8221267,-1.1508834012127356,-0.7278918716444263,-0.9393876364285809
NTUC FP The Woodgrove,0,12,"The Woodgrove, 30 Woodlands Avenue 1, Singapore 739065, Singapore",739065.0,Woodlands,1.42895,103.781124,-1.1508834012127356,-0.4443444465416731,-0.7976139238772043
NTUC FP Punggol Walk,0,7,"Waterway Terraces, 308B Punggol Walk, Singapore 822308, Singapore",822308.0,Punggol,1.4076875,103.8997453,-1.1508834012127356,-0.7987787279201145,-0.9748310645664251
NTUC FP Killiney Rd,0,15,"Doctor Jay Medical Center, 113 Killiney Road, Singapore 239546, Singapore",239546.0,River Valley,1.298006,103.8386113,-1.1508834012127356,-0.23168387771460824,-0.6912836394636719
NTUC FP Bukit Timah Plaza,0,11,"Bukit Timah Plaza, 1 Jalan Anak Bukit, Singapore 588996, Singapore",588996.0,Bukit Timah,1.3387468,103.7786758,-1.1508834012127356,-0.5152313028173614,-0.8330573520150485
Majestic Betting Centre - Lottery Lobby (Public),0,1,"2 Leonie Hill Road, Singapore 238372, Singapore",238372.0,Leonie Hill,1.2976902,103.8343,-1.1508834012127356,-1.224099865574244,-1.1874916333934897
Lee Wah TV & Electric Co,0,14,"Asia Hardware PTE LTD, Geylang Road, Singapore 389509, Singapore",389509.0,Geylang,1.3142787,103.8874656,-1.1508834012127356,-0.30257073399029655,-0.7267270676015161
Keppel Credit Union Co-operative Ltd,0,7,,,,0.0,,-1.1508834012127356,-0.7987787279201145,-0.9748310645664251
Jurong East Betting Centre - Lottery Lobby (Public),0,2,"352 Jurong East Street 31, Singapore 600352, Singapore",600352.0,Jurong East,1.3450286,103.730396,-1.1508834012127356,-1.153213009298556,-1.1520482052556458
Holland Drive Betting Outlet - Lottery Lobby (Public),0,4,"14A Ghim Moh Road, Singapore 271014, Singapore",271014.0,Queenstown,1.3088172,103.7902,-1.1508834012127356,-1.0114392967471793,-1.0811613489799574
Hin Teck Leong Trading Company,0,30,"Little India, Rochor Canal Road, Singapore 188505, Singapore",188505.0,Rochor,1.3078063,103.8522,-1.1508834012127356,0.831618966420716,-0.1596322173960098
Hao Mart Westgate,0,1,"Westgate, 3 Gateway Drive, Singapore 608532, Singapore",608532.0,Jurong East,1.3343054,103.7428429,-1.1508834012127356,-1.224099865574244,-1.1874916333934897
Hao Mart Punggol Walk,0,4,"Waterway Terraces, 308C Punggol Walk, Singapore 823308, Singapore",823308.0,Punggol,1.4081951,103.8989122,-1.1508834012127356,-1.0114392967471793,-1.0811613489799574
Giant Tanjong Katong,0,2,"Joo Chiat Road, Singapore 428820, Singapore",428820.0,Marine Parade,1.3059671,103.9049556,-1.1508834012127356,-1.153213009298556,-1.1520482052556458
Giant Buangkok Cresent,0,10,"982 Buangkok Green, Singapore 532987, Singapore",532987.0,Hougang,1.3807848,103.8792652,-1.1508834012127356,-0.5861181590930497,-0.8685007801528926
Geylang International FC,0,2,"Goodwood Park Hotel, 22 Scotts Road, Singapore 228221, Singapore",228221.0,Orchard,1.3078062,103.8341,-1.1508834012127356,-1.153213009298556,-1.1520482052556458
Food Republic i12 Katong,0,2,"i12 Katong, 112 East Coast Road, Singapore 428802, Singapore",428802.0,Marine Parade,1.3052934,103.9051599,-1.1508834012127356,-1.153213009298556,-1.1520482052556458
Choice Decor Co-Operative Society Ltd,0,18,"28 Sin Ming Drive, Singapore 575624, Singapore",575624.0,Bishan,1.3569044,103.8364,-1.1508834012127356,-0.019023308887543406,-0.5849533550501395
China Square Betting Centre - Level 2,0,1,"51 Telok Ayer Street, Singapore 048441, Singapore",48441.0,Downtown Core,1.2828631,103.8492472,-1.1508834012127356,-1.224099865574244,-1.1874916333934897
Cheers Woodlands Centre,0,4,"50 Woodlands Industrial Park D Street 2, Singapore 738799, Singapore",738799.0,Kranji,1.4342695,103.7679,-1.1508834012127356,-1.0114392967471793,-1.0811613489799574
Cheers Northshore Plaza II,0,3,"Northshore Plaza II, 418 Northshore Drive, Singapore 820418, Singapore",820418.0,Punggol,1.417666,103.9013141,-1.1508834012127356,-1.0823261530228676,-1.1166047771178016
Cheers Maude Rd,0,2,"65 Maude Road, Singapore 208510, Singapore",208510.0,Lavender,1.3080797,103.8582491,-1.1508834012127356,-1.153213009298556,-1.1520482052556458
Bedok Betting Centre - Lottery Lobby (Public),0,3,"New Upper Changi Road, Singapore 460223, Singapore",460223.0,Bedok,1.3236038,103.9273405,-1.1508834012127356,-1.0823261530228676,-1.1166047771178016
Balestier Khalsa Football Club,0,5,"Giffard Mansion, Balestier Road, Singapore 329832, Singapore",329832.0,Novena,1.3260311,103.8492,-1.1508834012127356,-0.9405524404714911,-1.0457179208421135
7-Eleven Tai Thong Crescent,0,5,"25 Tai Thong Crescent, Singapore 347857, Singapore",347857.0,Toa Payoh,1.3290505,103.8696971,-1.1508834012127356,-0.9405524404714911,-1.0457179208421135
7-Eleven Kim Tian,0,1,"126C Kim Tian Road, Singapore 160121, Singapore",160121.0,Bukit Merah,1.2824863,103.8291805,-1.1508834012127356,-1.224099865574244,-1.1874916333934897
7-Eleven Esplanade MRT Station,0,5,"South Beach Avenue, Esplanade Xchange, Singapore 189560, Singapore",189560.0,Downtown Core,1.2940432,103.8554093,-1.1508834012127356,-0.9405524404714911,-1.0457179208421135
